Census_type,Year,Geographic_area,Detail_level,State,Creator,Year_rough,Useful_info,Reference,Pagenumber,Digitized_link,Transcribed,Tabulated,Transcription_link,Table_link,Archival_portal_link
Skattemanntall,1574,Lule Lappmark,Finnebyer,Sverige,Lasse Hermanson,,Fjellsamer,SE/RA/5121/5121.18/1576: 9,42,https://sok.riksarkivet.se/bildvisning/A0044600_00042,Nei,Nei,x,x,x
Skattemanntall,1574,Pite Lappmark,Finnebyer,Sverige,Oluff Nilson,,Fjellsamer,SE/RA/5121/5121.18/1583: 9,107,https://sok.riksarkivet.se/bildvisning/A0044606_00107,Nei,Nei,x,x,x
Skattemanntall,1575,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Niels Nielson,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1576: 6,64-81,https://sok.riksarkivet.se/bildvisning/A0044598_00064,Nei,Nei,x,x,x
Skattemanntall,1575,Kemi Lappmark,Finnebyer,Sverige,Josip Hindricson,,Fjellsamer,Asiakirjat. 4985 Kemin Lapin tilikirja  (1574-1578),25,https://astia.narc.fi/uusiastia/viewer/?fileId=8947934795&aineistoId=1576701966,Nei,Nei,x,x,x
Skattemanntall,1575,Umeå Lappmark,Lappmark,Sverige,Oluff Helsing,,Fjellsamer,SE/RA/5121/5121.18/1575: 7,11,https://sok.riksarkivet.se/bildvisning/A0044596_00011,Nei,Nei,x,x,x
Skattemanntall,1575,Angermanland Lappmark,Lappmark,Sverige,Hendrich Nielsson,,Fjellsamer,SE/RA/5121/5121.18/1575: 8,47,https://sok.riksarkivet.se/bildvisning/A0044597_00047,Nei,Nei,x,x,x
Skattemanntall,1575,Lule Lappmark,Finnebyer,Sverige,Lasse Hermanson,,Fjellsamer,SE/RA/5121/5121.18/1576: 9,29,https://sok.riksarkivet.se/bildvisning/A0044600_00029,Nei,Nei,x,x,x
Skattemanntall,1575,Pite Lappmark,Finnebyer,Sverige,Oluff Nilson,,Fjellsamer,SE/RA/5121/5121.18/1583: 9,97,https://sok.riksarkivet.se/bildvisning/A0044606_00097,Nei,Nei,x,x,x
Skattemanntall,1576,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Niels Nielson,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1576: 6,17-35,https://sok.riksarkivet.se/bildvisning/A0044598_00017,Nei,Nei,x,x,x
Skattemanntall,1576,"Torne Lappmark, Indre Finnmark, Varanger",Finnebyer,Sverige,Niels Nielson Oranis,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1576: 6,47-53,https://sok.riksarkivet.se/bildvisning/A0044598_00047,Nei,Nei,x,x,x
Skattemanntall,1576,Kemi Lappmark,Finnebyer,Sverige,Josip Hindricson,,Fjellsamer,Asiakirjat. 4985 Kemin Lapin tilikirja  (1574-1578),37,https://astia.narc.fi/uusiastia/viewer/?fileId=8947934831&aineistoId=1576701966,Nei,Nei,x,x,x
Skattemanntall,1576,Umeå og Angermanland Lappmark,Lappmark,Sverige,Oluff Helsing,,Fjellsamer,SE/RA/5121/5121.18/1576: 8,5,https://sok.riksarkivet.se/bildvisning/A0044599_00005,Nei,Nei,x,x,x
Skattemanntall,1576,Lule Lappmark,Finnebyer,Sverige,Lasse Hermanson,,Fjellsamer,SE/RA/5121/5121.18/1576: 9,15,https://sok.riksarkivet.se/bildvisning/A0044600_00015,Nei,Nei,x,x,x
Manntall,1576,Lule Lappmark,Finnebyer,Sverige,Lasse Hermanson,,Samlet inn fisk ,SE/RA/5121/5121.18/1576: 9,18,https://sok.riksarkivet.se/bildvisning/A0044600_00018,Nei,Nei,x,x,x
Skattemanntall,1576,Pite Lappmark,Finnebyer,Sverige,Oluff Nilson,,Fjellsamer,SE/RA/5121/5121.18/1583: 9,83,https://sok.riksarkivet.se/bildvisning/A0044606_00083,Nei,Nei,x,x,x
Skattemanntall,1577,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Jöns Karlsson,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1581: 8,123-136,https://sok.riksarkivet.se/bildvisning/A0044603_00123,Nei,Nei,x,x,x
Skattemanntall,1577,Kemi Lappmark,Finnebyer,Sverige,Josip Hindricson,,Fjellsamer,Asiakirjat. 4985 Kemin Lapin tilikirja  (1574-1578). ,46,https://astia.narc.fi/uusiastia/viewer/?fileId=8947934858&aineistoId=1576701966,Nei,Nei,x,x,x
Skattemanntall,1577,Umeå og Angermanland Lappmark,Lappmark,Sverige,Oluff Helsing,,Fjellsamer,SE/RA/5121/5121.18/1577: 8,9,https://sok.riksarkivet.se/bildvisning/A0044601_00009,Nei,Nei,x,x,x
Skattemanntall,1577,Pite Lappmark,Finnebyer,Sverige,Oluff Nilson,,Fjellsamer,SE/RA/5121/5121.18/1583: 9,75,https://sok.riksarkivet.se/bildvisning/A0044606_00075,Nei,Nei,x,x,x
Skattemanntall,1577,Lule Lappmark,Finnebyer,Sverige,Lasse Hermanson,,Fjellsamer,SE/RA/5121/5121.18/1583: 10,92,https://sok.riksarkivet.se/bildvisning/A0044607_00092,Nei,Nei,x,x,x
Skattemanntall,1578,Umeå og Angermanland Lappmark,Lappmark,Sverige,Bärtil Matzon,,Fjellsamer,SE/RA/5121/5121.18/1578: 5,9,https://sok.riksarkivet.se/bildvisning/A0044602_00009,Nei,Nei,x,x,x
Skattemanntall,1578,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Jöns Karlsson,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1581: 8,88-109,https://sok.riksarkivet.se/bildvisning/A0044603_00088,Nei,Nei,x,x,x
Skattemanntall,1578,Kemi Lappmark,Finnebyer,Sverige,Josip Hindricson,,Fjellsamer,Asiakirjat. 4985 Kemin Lapin tilikirja  (1574-1578). ,66,https://astia.narc.fi/uusiastia/viewer/?fileId=8947934937&aineistoId=1576701966,Nei,Nei,x,x,x
Skattemanntall,1578,Pite Lappmark,Finnebyer,Sverige,Oluff Nilson,,Fjellsamer,SE/RA/5121/5121.18/1583: 9,64,https://sok.riksarkivet.se/bildvisning/A0044606_00064,Nei,Nei,x,x,x
Skattemanntall,1578,Lule Lappmark,Finnebyer,Sverige,Lasse Hermanson,,Fjellsamer,SE/RA/5121/5121.18/1583: 10,80,https://sok.riksarkivet.se/bildvisning/A0044607_00080,Nei,Nei,x,x,x
Skattemanntall,1579,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Jöns Karlsson,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1581: 8,63-75,https://sok.riksarkivet.se/bildvisning/A0044603_00063,Nei,Nei,x,x,x
Skattemanntall,1579,Kemi Lappmark,Finnebyer,Sverige,Josip Hindricson,,Fjellsamer,Asiakirjat. 4985a Kemin Lapin tilikirja  (1579-1579). ,7,https://astia.narc.fi/uusiastia/viewer/?fileId=8947962289&aineistoId=1576709342,Nei,Nei,x,x,x
Skattemanntall,1579,Pite Lappmark,Finnebyer,Sverige,Oluff Nilson,,Fjellsamer,SE/RA/5121/5121.18/1583: 9,55,https://sok.riksarkivet.se/bildvisning/A0044606_00055,Nei,Nei,x,x,x
Skattemanntall,1579,Lule Lappmark,Finnebyer,Sverige,Lasse Hermanson,,"Fjellsamer, papirene er scannet oppned",SE/RA/5121/5121.18/1583: 10,72,https://sok.riksarkivet.se/bildvisning/A0044607_00072,Nei,Nei,x,x,x
Skattemanntall,1580,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Jöns Karlsson,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1581: 8,31-49,https://sok.riksarkivet.se/bildvisning/A0044603_00031,Nei,Nei,x,x,x
Skattemanntall,1580,Kemi Lappmark,Finnebyer,Sverige,Josip Hindricson,,Fjellsamer,Asiakirjat. 4986 Kemin Lapin tilikirja  (1580-1588). ,6,https://astia.narc.fi/uusiastia/viewer/?fileId=8947958582&aineistoId=1576720435,Nei,Nei,x,x,x
Skattemanntall,1580,Pite Lappmark,Finnebyer,Sverige,Oluff Nilson,,Fjellsamer,SE/RA/5121/5121.18/1583: 9,37,https://sok.riksarkivet.se/bildvisning/A0044606_00047,Nei,Nei,x,x,x
Skattemanntall,1580,Lule Lappmark,Finnebyer,Sverige,Lasse Hermanson,,Fjellsamer,SE/RA/5121/5121.18/1583: 10,58,https://sok.riksarkivet.se/bildvisning/A0044607_00058,Nei,Nei,x,x,x
Skattemanntall,1581,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Jöns Karlsson,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1581: 8,12-23,https://sok.riksarkivet.se/bildvisning/A0044603_00012,Nei,Nei,x,x,x
Skattemanntall,1581,Kemi Lappmark,Finnebyer,Sverige,Josip Hindricson,,Fjellsamer,Asiakirjat. 4986 Kemin Lapin tilikirja  (1580-1588). ,11,https://astia.narc.fi/uusiastia/viewer/?fileId=8947958603&aineistoId=1576720435,Nei,Nei,x,x,x
Skattemanntall,1581,Pite Lappmark,Finnebyer,Sverige,Oluff Nilson,,Fjellsamer,SE/RA/5121/5121.18/1583: 9,37,https://sok.riksarkivet.se/bildvisning/A0044606_00037,Nei,Nei,x,x,x
Skattemanntall,1581,Lule Lappmark,Finnebyer,Sverige,Lasse Hermanson,,Fjellsamer,SE/RA/5121/5121.18/1583: 10,45,https://sok.riksarkivet.se/bildvisning/A0044607_00045,Nei,Nei,x,x,x
Skattemanntall,1582,Kemi Lappmark,Finnebyer,Sverige,[ukjent],,Fjellsamer,Asiakirjat. 4985b Kemin Lapin tilikirja  (1582-1582).,2,https://astia.narc.fi/uusiastia/viewer/?fileId=8947962401&aineistoId=1576715387,Nei,Nei,x,x,x
Skattemanntall,1582,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Nils NIlson,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1582: 1,8-34,https://sok.riksarkivet.se/bildvisning/A0044604_00008,Nei,Nei,x,x,x
Skattemanntall,1582,Pite Lappmark,Finnebyer,Sverige,Oluff Nilson,,Fjellsamer,SE/RA/5121/5121.18/1583: 9,25,https://sok.riksarkivet.se/bildvisning/A0044606_00025,Nei,Nei,x,x,x
Skattemanntall,1582,Lule Lappmark,Finnebyer,Sverige,Lasse Hermanson,,Fjellsamer,SE/RA/5121/5121.18/1583: 10,30,https://sok.riksarkivet.se/bildvisning/A0044607_00030,Nei,Nei,x,x,x
Skattemanntall,1583,Kemi Lappmark,Finnebyer,Sverige,Nils Olson,,Fjellsamer,Asiakirjat. 4986 Kemin Lapin tilikirja  (1580-1588). ,30,https://astia.narc.fi/uusiastia/viewer/?fileId=8947958654&aineistoId=1576720435,Nei,Nei,x,x,x
Skattemanntall,1583,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Nils Nilson,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1583: 8,18-46,https://sok.riksarkivet.se/bildvisning/A0044605_00018,Nei,Nei,x,x,x
Skattemanntall,1583,Pite Lappmark,Finnebyer,Sverige,Oluff Nilson,,Fjellsamer,SE/RA/5121/5121.18/1583: 9,13,https://sok.riksarkivet.se/bildvisning/A0044606_00013,Nei,Nei,x,x,x
Skattemanntall,1583,Lule Lappmark,Finnebyer,Sverige,Lasse Hermanson,,Fjellsamer,SE/RA/5121/5121.18/1583: 10,14,https://sok.riksarkivet.se/bildvisning/A0044607_00014,Nei,Nei,x,x,x
Skattemanntall,1584,Kemi Lappmark,Finnebyer,Sverige,Thomas Anderson,,Fjellsamer,Asiakirjat. 4986 Kemin Lapin tilikirja  (1580-1588). ,41,https://astia.narc.fi/uusiastia/viewer/?fileId=8947958687&aineistoId=1576720435,Nei,Nei,x,x,x
Skattemanntall,1584,"Torne Lappmark, Indre Finnmark",Finnebyer,Sverige,Nils Nilson (Årranains),,Fjellsamer,SE/RA/5121/5121.18/1584: 8,18-25,https://sok.riksarkivet.se/bildvisning/A0044608_00018,Nei,Nei,x,x,x
Skattemanntall,1584,"Finnmark, Troms, Salten",Finnebyer,Sverige,Nils Nilson (Årranains),,Sjøsamer,SE/RA/5121/5121.18/1584: 8,28-50,https://sok.riksarkivet.se/bildvisning/A0044608_00028,Nei,Nei,x,x,x
Skattemanntall,1584,Umeå og Angermanland Lappmark,Finnebyer,Sverige,Dauid Hanson,,Fjellsamer,SE/RA/5121/5121.18/1583: 8,62,https://sok.riksarkivet.se/bildvisning/A0044605_00062,Nei,Nei,x,x,x
Skattemanntall,1584,Pite og Lule Lappmark,Finnebyer,Sverige,Oluff Anderson Burmann,,Fjellsamer,SE/RA/5121/5121.18/1585: 7,17,https://sok.riksarkivet.se/bildvisning/A0044609_00017,Nei,Nei,x,x,x
Skattemanntall,1585,Kemi Lappmark,Finnebyer,Sverige,Nils Oluffson,,Fjellsamer,Asiakirjat. 4986 Kemin Lapin tilikirja  (1580-1588). ,57,https://astia.narc.fi/uusiastia/viewer/?fileId=8947958735&aineistoId=1576720435,Nei,Nei,x,x,x
Skattemanntall,1585,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Lasse Hendrichson,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1587: 2,90-112,https://sok.riksarkivet.se/bildvisning/A0044610_00090,Nei,Nei,x,x,x
Skattemanntall,1585,Pite og Lule Lappmark,Finnebyer,Sverige,Oluff Anderson Burmann,,Fjellsamer,SE/RA/5121/5121.18/1585: 7,41,https://sok.riksarkivet.se/bildvisning/A0044609_00041,Nei,Nei,x,x,x
Skattemanntall,1586,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Josip Henderson,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1587: 2,57-78,https://sok.riksarkivet.se/bildvisning/A0044610_00057,Nei,Nei,x,x,x
Skattemanntall,1586,Pite og Lule Lappmark,Finnebyer,Sverige,Oluff Anderson Burmann,,Fjellsamer,SE/RA/5121/5121.18/1587: 2,152,https://sok.riksarkivet.se/bildvisning/A0044610_00152,Nei,Nei,x,x,x
Skattemanntall,1587,Kemi Lappmark,Finnebyer,Sverige,Nils Oluffson,,Fjellsamer,Asiakirjat. 4986 Kemin Lapin tilikirja  (1580-1588). ,73,https://astia.narc.fi/uusiastia/viewer/?fileId=8947958783&aineistoId=1576720435,Nei,Nei,x,x,x
Skattemanntall,1587,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Josip Henderson,,Sjø- og fjellsamer fortsetter litt videre men vet ikke helt hva det er,SE/RA/5121/5121.18/1587: 2,17-40,https://sok.riksarkivet.se/bildvisning/A0044610_00017,Nei,Nei,x,x,x
Skattemanntall,1587,Pite og Lule Lappmark,Finnebyer,Sverige,Oluff Anderson Burmann,,Fjellsamer,SE/RA/5121/5121.18/1587: 2,134,https://sok.riksarkivet.se/bildvisning/A0044610_00134,Nei,Nei,x,x,x
Skattemanntall,1588,Kemi Lappmark,Finnebyer,Sverige,Nils Oluffson,,Fjellsamer,Asiakirjat. 4986 Kemin Lapin tilikirja  (1580-1588). ,78,https://astia.narc.fi/uusiastia/viewer/?fileId=8947958789&aineistoId=1576720435,Nei,Nei,x,x,x
Skattemanntall,1588,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Josep Hendrichson,,Sjø- og fjellsamer (Info om hvem som skatter til hvilke konger),SE/RA/5121/5121.18/1588: 1,39-61,https://sok.riksarkivet.se/bildvisning/A0044611_00039,Nei,Nei,x,x,x
Skattemanntall,1588,Pite og Lule Lappmark,Finnebyer,Sverige,Oluff Anderson Burmann,,Fjellsamer,SE/RA/5121/5121.18/1588: 1,17,https://sok.riksarkivet.se/bildvisning/A0044611_00017,Nei,Nei,x,x,x
Skattemanntall,1589,"Torne Lappmark, Indre Finnmark",Finnebyer,Sverige,Niels Oranain,,Fjellsamer,SE/RA/5121/5121.18/1589: 1,14-18,https://sok.riksarkivet.se/bildvisning/A0044612_00014,Nei,Nei,x,x,x
Skattemanntall,1589,"Torne, Finnmark, Troms, Salten, Kemi",Finnebyer,Sverige,Niels Oranain,,Sjø- og fjellsamer - Fortsetter litt med Kemi (inari og peldo),SE/RA/5121/5121.18/1589: 1,32-67,https://sok.riksarkivet.se/bildvisning/A0044612_00032,Nei,Nei,x,x,x
Skattemanntall,1589,Pite og Lule Lappmark,Finnebyer,Sverige,Oluff Anderson Burmann,,Fjellsamer,SE/RA/5121/5121.18/1590: 8,13,https://sok.riksarkivet.se/bildvisning/A0044614_00013,Nei,Nei,x,x,x
Skattemanntall,1589,Pite og Lule Lappmark,Finnebyer,Sverige,Oluff Anderson Burmann,,Fjellsamer,SE/RA/5121/5121.18/1590: 8,30,https://sok.riksarkivet.se/bildvisning/A0044614_00030,Nei,Nei,x,x,x
Skattemanntall,1590,"Torne, Finnmark, Troms, Salten, Kemi",Finnebyer,Sverige,Niels Oranain,,Sjø- og fjellsamer - Fortsetter litt med Kemi (inari og peldo),SE/RA/5121/5121.18/1590: 3,18-45,https://sok.riksarkivet.se/bildvisning/A0044613_00018,Nei,Nei,x,x,x
Skattemanntall,1590,Lule Lappmark,Finnebyer,Sverige,Oluff Anderson Burmann,,Fjellsamer,SE/RA/5121/5121.18/1590: 8,45,https://sok.riksarkivet.se/bildvisning/A0044614_00045,Nei,Nei,x,x,x
Skattemanntall,1590,Pite Lappmark,Finnebyer,Sverige,Oluff Anderson Burmann,,Fjellsamer,SE/RA/5121/5121.18/1590: 8,56,https://sok.riksarkivet.se/bildvisning/A0044614_00056,Nei,Nei,x,x,x
Skattemanntall,1591,"Torne, Finnmark, Troms, Salten, Kemi",Finnebyer,Sverige,Niels Oranain,,Sjø- og fjellsamer - Fortsetter litt med Kemi (inari og peldo),SE/RA/5121/5121.18/1591: 4,17-46,https://sok.riksarkivet.se/bildvisning/A0044615_00017,Nei,Nei,x,x,x
Skattemanntall,1591,Pite og Lule Lappmark,Finnebyer,Sverige,Oluff Anderson Burmann,,Fjellsamer,SE/RA/5121/5121.18/1593: 10,20,https://sok.riksarkivet.se/bildvisning/A0044618_00020,Nei,Nei,x,x,x
Skattemanntall,1592,"Torne, Finnmark, Troms, Salten, Kemi",Finnebyer,Sverige,Niels Oranain,,Sjø- og fjellsamer - Fortsetter litt med Kemi (inari og peldo),SE/RA/5121/5121.18/1592: 1,20-53,https://sok.riksarkivet.se/bildvisning/A0044616_00020,Nei,Nei,x,x,x
Skattemanntall,1592,Pite Lappmark,Finnebyer,Sverige,Oluff Anderson Burmann,,Fjellsamer,SE/RA/5121/5121.18/1593: 10,32,https://sok.riksarkivet.se/bildvisning/A0044618_00032,Nei,Nei,x,x,x
Skattemanntall,1592,Lule Lappmark,Finnebyer,Sverige,Jöns Oluffson,,Fjellsamer,SE/RA/5121/5121.18/1593: 10,41,https://sok.riksarkivet.se/bildvisning/A0044618_00041,Nei,Nei,x,x,x
Leidangsmanntall,1593,Ytre Finnmark,Bygder,Norge,Jørgen Kaasis,,Nordmenn,RA/EA-5023/R/Rb/Rbæ/L0001,6-19,https://www.digitalarkivet.no/rk20080922620007,Nei,Nei,x,https://docs.google.com/spreadsheets/d/1V7DYp2MdI7_-kaezsbTL6-Giz-vjPXRw7bO7z6QUOQw/edit?usp=sharing,x
Skatt- og tiendemanntall,1593,"Finnmark, Kola",Finnebyer,Norge,Jørgen Kaasis,,Sjø- og fjellsamer,RA/EA-5023/R/Rb/Rbæ/L0001,22-38,https://www.digitalarkivet.no/rk20080922620023,Ja,Ja,https://lenvik-museum.no/meny5/Samisk%20historie/Dansk_norsk_sjoefinneskatt_1593_1619.pdf,https://docs.google.com/spreadsheets/d/1V7DYp2MdI7_-kaezsbTL6-Giz-vjPXRw7bO7z6QUOQw/edit?usp=sharing,x
Skattemanntall,1593,"Torne, Finnmark, Troms, Salten, Kemi",Finnebyer,Sverige,Niels Oranain,,Sjø- og fjellsamer - Fortsetter litt med Kemi (inari og peldo),SE/RA/5121/5121.18/1593: 4,16-47,https://sok.riksarkivet.se/bildvisning/A0044617_00016,Nei,Nei,x,https://docs.google.com/spreadsheets/d/1V7DYp2MdI7_-kaezsbTL6-Giz-vjPXRw7bO7z6QUOQw/edit?usp=sharing,x
Skattemanntall,1593,Kemi Lappmark,Finnebyer,Sverige,Lasse Henrikson,,Fjellsamer,4987 Kemin Lapin tilikirja  (1594-1595). ,10,https://astia.narc.fi/uusiastia/viewer/?fileId=8947958789&aineistoId=1576720435,Nei,Nei,x,x,x
Skattemanntall,1593,Pite og Lule Lappmark,Finnebyer,Sverige,Oluff Anderson Burmann,,Fjellsamer,SE/RA/5121/5121.18/1593: 10,56,https://sok.riksarkivet.se/bildvisning/A0044618_00056,Nei,Nei,x,x,x
Skattemanntall,1594,"Torne, Finnmark, Troms, Salten, Kemi",Finnebyer,Sverige,Niels Oranain,,Sjø- og fjellsamer - Fortsetter litt med Kemi (inari og peldo),SE/RA/5121/5121.18/1594: 7,14-46,https://sok.riksarkivet.se/bildvisning/A0044619_00014,Nei,Nei,x,x,x
Skattemanntall,1594,Pite og Lule Lappmark,Finnebyer,Sverige,Oluff Anderson Burmann,,Fjellsamer,SE/RA/5121/5121.18/1597: 2,13,https://sok.riksarkivet.se/bildvisning/A0044622_00013,Nei,Nei,x,x,x
Leidangsmanntall,1595,Ytre Finnmark,Bygder,Norge,Jørgen kaasis,,Nordmenn,RA/EA-5023/R/Rb/Rbæ/L0001,103-117,https://www.digitalarkivet.no/rk20080922620106,Nei,Nei,x,https://docs.google.com/spreadsheets/d/15csoYQGa2sDITR_mCtO3-2xL1T5xv2n3J2bhyU2EoPs/edit?usp=sharing,x
Skatt- og tiendemanntall,1595,"Finnmark, Kola",Finnebyer,Norge,Jørgen kaasis,,Sjø- og fjellsamer,RA/EA-5023/R/Rb/Rbæ/L0001,119-136,https://www.digitalarkivet.no/rk20080922620122,Ja,Nei,https://lenvik-museum.no/meny5/Samisk%20historie/Dansk_norsk_sjoefinneskatt_1593_1619.pdf,https://docs.google.com/spreadsheets/d/15csoYQGa2sDITR_mCtO3-2xL1T5xv2n3J2bhyU2EoPs/edit?usp=sharing,x
Skattemanntall,1595,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Niels Oranain,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1595: 2 ,11-37,https://sok.riksarkivet.se/bildvisning/A0044620_00011,Nei,Nei,x,x,x
Skattemanntall,1595,Kemi Lappmark,Finnebyer,Sverige,Lasse Henrikson,,Fjellsamer,4987 Kemin Lapin tilikirja  (1594-1595). ,17,https://astia.narc.fi/uusiastia/viewer/?fileId=8947958387&aineistoId=1576725510,Nei,Nei,x,x,x
Skattemanntall,1595,Pite Lappmark,Finnebyer,Sverige,Anders Anderson,,Fjellsamer,SE/RA/5121/5121.18/1599: 9,21,https://sok.riksarkivet.se/bildvisning/A0044625_00021,Nei,Nei,x,x,x
Skattemanntall,1595,Lule Lappmark,Finnebyer,Sverige,Oluff Anderson Burmann,,Fjellsamer,SE/RA/5121/5121.18/1597: 2,26,https://sok.riksarkivet.se/bildvisning/A0044622_00026,Nei,Nei,x,x,x
Skattemanntall,1596,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Niels Oranain,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1596: 4,23-49,https://sok.riksarkivet.se/bildvisning/A0044621_00023,Nei,Nei,x,x,x
Leidangsmanntall,1596,Ytre Finnmark,Bygder,Norge,Lauridz Krustis,,Nordmenn,RA/EA-5023/R/Rb/Rbæ/L0001,191-204,https://www.digitalarkivet.no/rk20080922620196,Nei,Nei,x,x,x
Skattemanntall,1596,Vest-Finnmark og Troms,Finnebyer,Sverige,Jöns Karlson,,Sjøsamer,SE/RA/5121/5121.18/1603: 9,145,https://sok.riksarkivet.se/bildvisning/A0044633_00145,Nei,Nei,x,x,x
Skatt- og tiendemanntall,1596,Finnmark (ikke Varanger),Finnebyer,Norge,Lauridz Krustis,,Sjø- og fjellsamer,RA/EA-5023/R/Rb/Rbæ/L0001,206-213,https://www.digitalarkivet.no/rk20080922620211,Nei,Nei,x,x,x
Skattemanntall,1596,Pite Lappmark,Finnebyer,Sverige,Anders Anderson,,Fjellsamer,SE/RA/5121/5121.18/1599: 9,34,https://sok.riksarkivet.se/bildvisning/A0044625_00034,Nei,Nei,x,x,x
Skattemanntall,1596,Lule Lappmark,Finnebyer,Sverige,Oluff Anderson Burmann,,Fjellsamer,SE/RA/5121/5121.18/1597: 2,35,https://sok.riksarkivet.se/bildvisning/A0044622_00035,Nei,Nei,x,x,x
Skattemanntall,1597,Ofoten-Finnmark,Finnebyer,Norge,Hans Olsen,,Sjø- og fjellsamer,RA/EA-4061/F/L0083,144-160,https://www.digitalarkivet.no/da20110216631067,Nei,Nei,x,x,x
Skattemanntall,1597,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Oluff Olsen,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1597: 3,15-30,https://sok.riksarkivet.se/bildvisning/A0044623_00015,Nei,Nei,x,x,x
Skattemanntall,1597,Ytre Finnmark,Bygder,Norge,Lauris Krusi,,Nordmenn + drenger,RA/EA-5023/R/Rb/Rbæ/L0001,264-287,https://www.digitalarkivet.no/rk20080922620270,Nei,Nei,x,x,x
Skattemanntall,1597,"Torne, Øst-Finnmark",Finnebyer,Sverige,Nils Oramain,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1597: 3,54-70,https://sok.riksarkivet.se/bildvisning/A0044623_00054,Nei,Nei,x,x,x
Skattemanntall,1597,Pite Lappmark,Finnebyer,Sverige,Anders Anderson,,Fjellsamer,SE/RA/5121/5121.18/1599: 9,49,https://sok.riksarkivet.se/bildvisning/A0044625_00049,Nei,Nei,x,x,x
Skattemanntall,1597,Lule Lappmark,Finnebyer,Sverige,Oluff Anderson Burmann,,Fjellsamer,SE/RA/5121/5121.18/1597: 2,47,https://sok.riksarkivet.se/bildvisning/A0044622_00047,Nei,Nei,x,x,x
Skattemanntall,1598,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Oluff Olsen,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1598: 3,17,https://sok.riksarkivet.se/bildvisning/A0044624_00017#?c=&m=&s=&cv=16&xywh=1779%2C503%2C4482%2C2755,Nei,Nei,x,x,x
Skattemanntall,1598,Kemi Lappmark,Finnebyer,Sverige,Jöns Karlson,,Fjellsamer,SE/RA/5121/5121.18/1603: 9,132,https://sok.riksarkivet.se/bildvisning/A0044633_00132,Nei,Nei,x,x,x
Skattemanntall,1599,"Torne Lappmark, Finnmark, Troms, Salten",Finnebyer,Sverige,Oluff Olsen,,"Sjø- og fjellsamer, deler av Torneå to ganger (ender aldri)",SE/RA/5121/5121.18/1601: 10,58,https://sok.riksarkivet.se/bildvisning/A0044629_00058#?c=&m=&s=&cv=57&xywh=2581%2C605%2C3468%2C2134,Nei,Nei,x,x,x
Skattemanntall,1599,Finnmark,Finnebyer,Norge,Kopi,,"Mye mer detaljert i Alta, mange plasser jeg ikke kjente igjen",RA/EA-4061/F/L0078,116-123,https://www.digitalarkivet.no/da20110216620118,Nei,Nei,x,x,x
Skattemanntall,1599,"Indre Finnmark, Torneå, Varanger",Finnebyer,Sverige,Oluff Olson,1599-1601,Sjø- og fjellsamer,SE/RA/5121/5121.18/1601: 10,15,https://sok.riksarkivet.se/bildvisning/A0044629_00015#?c=&m=&s=&cv=14&xywh=758%2C940%2C5132%2C3158,Nei,Nei,x,x,x
Skattemanntall,1599,"Finnmark, Troms, Salten",Finnebyer,Sverige,Jöns Olsson,,Sjøsamer,SE/RA/5121/5121.18/1600: 1,86,https://sok.riksarkivet.se/bildvisning/A0044626_00086#?c=&m=&s=&cv=85&xywh=2230%2C565%2C4266%2C2625,Nei,Nei,x,x,x
